ITEC102,ITEC103,ITEC205,ITEL201,ITEC204,ITEP204,GEC106,ITEP205,ITEL203,GEC108,ITEP203,ITEP207,Label
1.5,1.5,1.5,2.5,2.5,2.5,1.25,1.75,1.5,2.5,2.5,2.5,AMG
1.5,1.5,1.5,2.5,2.5,2.5,1.25,1.75,1.5,2.5,2.5,2.5,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.25,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.25,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.25,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.25,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.25,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.25,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.25,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.25,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.25,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.25,2,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.75,1.5,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.25,1.25,1.25,1.75,1.75,1.75,1.25,1.25,1.25,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.75,1.75,1.75,1.75,1.75,1.5,1.75,2,1.75,1.25,1.5,1.25,SMP
1.5,1.75,2,2.25,1.75,1.75,1.5,1.75,1.75,1.5,1.25,1.5,SMP
1.25,1.75,1.5,2,1.75,2,1.5,1.75,1.75,1.25,1.25,1.75,SMP
1.75,1.75,2,2.25,2,1.75,1.5,1.75,2.25,1.5,1.75,1.75,SMP
1.5,2,2.25,2.5,1.75,2.25,2.25,1.5,1.75,2.25,2,2,SMP
2.25,2.5,2.25,2.5,2.5,1.75,2.25,2,2.25,1.5,2,1.75,SMP
2,1.75,1.5,1.75,2,1.75,1.75,2,1.75,1.5,1.5,1.75,SMP
1.75,2,2,2,2.25,1.75,1.75,2,2,1.25,1.25,1.5,SMP
2,2.25,1.75,2,2,2.25,1.75,1.75,1.75,1.25,1.5,1.75,SMP
1.5,1.75,2,2,2,2.25,2,1.75,1.75,1.25,1.25,1.5,SMP
1.5,1.5,1.75,2,2.25,1.75,2,2,1.75,1.75,1.75,1.75,SMP
2,2.25,2.25,2.5,2,2.25,2,2,2,1.75,2,1.75,SMP
1.25,2.25,2,2,2.25,2,1.75,2,2.25,1.5,1.75,1.75,SMP
2,1.75,1.5,1.75,2,1.75,1.75,2,1.75,1.5,1.5,1.75,SMP
1.75,1.75,1.75,1.75,1.75,1.5,1.75,2,1.75,1.25,1.5,1.25,SMP
1.5,1.75,2,2.25,1.75,1.75,1.5,1.75,1.75,1.5,1.25,1.5,SMP
1.25,1.75,1.5,2,1.75,2,1.5,1.75,1.75,1.25,1.25,1.75,SMP
1.75,1.75,2,2.25,2,1.75,1.5,1.75,2.25,1.5,1.75,1.75,SMP
1.5,2,2.25,2.5,1.75,2.25,2.25,1.5,1.75,2.25,2,2,SMP
2.25,2.5,2.25,2.5,2.5,1.75,2.25,2,2.25,1.5,2,1.75,SMP
1.75,1.75,1.5,1.75,1.5,1.75,1.75,2,2,1.25,1.5,1.25,SMP
2,1.75,2,2.25,2,2.5,2,2,2,1.5,1.75,1.75,SMP
2,1.75,1.75,2,1.75,2,1.75,1.75,1.75,1.5,1.25,1.75,SMP
1.5,1.75,1.75,2,1.75,2,1.75,2,1.75,1.25,1.25,1.5,SMP
1.25,1.75,1.5,2,1.75,1.75,2,1.75,1.75,1.5,1.25,1.75,SMP
1.5,1.75,2,2.25,2,1.75,2,2.25,1.75,1.5,1.75,1.75,SMP
2,2.25,2,2.5,2.5,1.75,2,1.75,2.5,1.75,2,1.75,SMP
1.5,1.5,1.5,1.75,1.75,2,2,1.75,1.5,1.25,1.25,1.5,SMP
1.75,2,2,2.25,2.5,2,1.75,2.25,1.75,1.5,1.5,1.5,SMP
1.75,2,1.75,2,2,1.75,1.75,1.75,2,1.5,1.75,1.5,SMP
2,2,1.75,2.25,1.75,1.75,2,1.5,2,1.5,1.5,1.5,SMP
1.75,1.75,1.75,2,2,1.75,1.75,1.75,2,1.5,1.5,1.25,SMP
1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1.25,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,SMP
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1,SMP
1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1,SMP
